Date,fundamental_score,sentiment_score,industry_trend_score,market_risk_factor,black_swan_risk
2000-01-03,0.6422826128718432,-0.4817927964719159,0.5486204940047865,0.43039695050621923,0.007983813222442127
2000-01-04,0.6114927955651203,0.22459682308070317,0.558132269998366,0.2529874496709681,0.01815111047899939
2000-01-05,0.6652592029885431,0.14904976313426585,0.661772023154773,0.4306489293049484,0.0027999684277441373
2000-01-06,0.5492362074865506,-0.3439974987893981,0.6592660283924741,0.391178808549771,0.06613734201815806
2000-01-07,0.6294000223947915,-0.061338671762409626,0.5647258997923699,0.45631714815356306,0.09443695057814026
2000-01-10,0.5556868352610218,-0.1832577571591291,0.5443623487913057,0.5092357245737809,0.0014567936093665469
2000-01-11,0.6070471874324656,0.36208515960943677,0.5753131918582572,0.45168237160855573,0.020823806761700425
2000-01-12,0.4836522511795913,0.04948505892007953,0.48474087670651334,0.2855650483049865,0.07774140137398942
2000-01-13,0.6682709292377075,-0.06370848422152138,0.651871748373456,0.22925432529602724,0.09848005484866304
2000-01-14,0.6394371425646259,0.19168708257070902,0.6026609313975715,0.3481733221562703,0.005248140971194415
2000-01-18,0.5095351832254407,-0.26789264350947173,0.6201894983477922,0.35923422072701217,0.00042418695915388274
2000-01-19,0.6012417655366046,0.10712171000570359,0.5134724599339731,0.38510907596163496,0.014134888218035248
2000-01-20,0.5546072494727727,-0.09377131757197245,0.4609887291064168,0.4129094390860666,0.05422829866364007
2000-01-21,0.6916018121136399,-0.1468207807369539,0.6661368713839787,0.341620296241279,0.023041487753646506
2000-01-24,0.6433771000199374,-0.1633469704610938,0.5627133052183979,0.4251814957029077,0.0651291634308653
2000-01-25,0.585107840269258,0.033993946972939636,0.6087917692135968,0.4611323855946218,0.08802863083049543
2000-01-26,0.6059106657883426,0.20698707988502135,0.5696416185515734,0.5031873630524468,0.06382023649398941
2000-01-27,0.622802842796329,0.08251102598722268,0.6370421358714092,0.32865928629522984,0.0840246195390553
2000-01-28,0.5597789163702068,0.19101371617668195,0.5015718574280312,0.1979922312088442,0.07079937263301848
2000-01-31,0.587934938868682,-0.23948629508524744,0.5663098294189354,0.47690861659198974,0.07616610956163736
2000-02-01,0.6099755705941737,-0.24281207824760692,0.5294682740596337,0.34435456912375473,0.01977649055176637
2000-02-02,0.5744196015348293,-0.09722576161330199,0.5342156096797083,0.23995368644796058,0.0779353568580449
