Date,fundamental_score,sentiment_score,industry_trend_score,market_risk_factor,black_swan_risk
2000-01-03,0.6515982193856069,0.0077793515100440845,0.537685124970309,0.4409014475421055,0.005543831175591996
2000-01-04,0.5134811555188865,-0.034214684540299106,0.6319401787793796,0.4053959727200186,0.028823741899361523
2000-01-05,0.659065436422352,0.4499716825098954,0.5818118409234836,0.4460838462707135,0.05732179274102983
2000-01-06,0.6381963213148572,-0.2625217642778139,0.565479889094084,0.427273412955023,0.09691427974886227
2000-01-07,0.6314827785491104,-0.22961068303746857,0.5338519902907474,0.29189830062637456,0.046177189780872645
2000-01-10,0.5777011370244507,0.10488177467677529,0.5480202785800069,0.40504585589096537,0.01685840869501355
2000-01-11,0.6378780894596772,0.24488914088932312,0.5642095289606794,0.45775620741585765,0.05647408096865001
2000-01-12,0.4920685461965315,-0.013722357645784994,0.5925239301227514,0.49747563333350625,0.019219319833820914
2000-01-13,0.5983982724841529,-0.3678183239106053,0.5753139823388497,0.4985111496676237,0.036752185573678424
2000-01-14,0.6001276773218855,-0.12701561664517888,0.6416291653337283,0.336078185134705,0.049431039360790296
2000-01-18,0.5162855469041608,0.1461455043602989,0.6132497044299358,0.4035016976739013,0.031056342946707772
2000-01-19,0.6315266044099184,0.0739306492504573,0.5694202073619309,0.3543005776562506,0.023833047493367832
2000-01-20,0.6229600822659561,-0.1528032902634513,0.5295843786194364,0.34540606624322656,0.009938299658940908
2000-01-21,0.538502814001568,0.1001282035612005,0.5335152043044179,0.4246626636502599,0.0034378542278149186
2000-01-24,0.5977481025694787,-0.015018713157883477,0.628202531219763,0.5735049672923985,0.04910966737667314
2000-01-25,0.5904460889201345,-0.0054275181510665136,0.5954586051539625,0.49509654242537576,0.008999378286628112
2000-01-26,0.6198118351444677,0.09949359827273568,0.5778951040938431,0.524844834854673,0.02763849075832682
2000-01-27,0.5789212203002182,-0.34805085313712075,0.6817807527985241,0.5200451515266232,0.032770570753770156
2000-01-28,0.517131002985417,-0.2105006526763564,0.5883117981468587,0.41667871851401134,0.09702568644526166
2000-01-31,0.64367016895162,0.288936905078245,0.5418516069209219,0.29003335084688575,0.033756499279407874
2000-02-01,0.5755779542998714,-0.09163733846969986,0.590037352304565,0.4538677068253228,0.061171741751484314
2000-02-02,0.559079486018474,-0.2650876367243118,0.6013988049215235,0.49753641001700716,0.07553747128793381
2000-02-03,0.5597635864315382,-0.23954081756387888,0.5706886694524216,0.3901084456871938,0.03317516646732958
2000-02-04,0.710995507705558,-0.11043636117411966,0.5201144584331706,0.6272306348730293,0.07862885409755144
2000-02-07,0.5829798182403548,-0.18316575682314326,0.6018349129856623,0.4693872108960312,0.05605865119185012
2000-02-08,0.5538242800993596,0.007806466621899161,0.5755929541717569,0.6056316715388913,0.03747015372679772
2000-02-09,0.6688265282347914,0.07351214063165319,0.6839025040773404,0.531528635893046,0.08616168820437158
2000-02-10,0.6905089042403861,0.03308829632426996,0.6041168869128352,0.38561418105090456,0.0012553936678656342
2000-02-11,0.6445133506388036,0.10792795330580429,0.5591726099166718,0.2924636678105115,0.046104088074335296
2000-02-14,0.5174089098370809,0.19285552370296943,0.506071046356636,0.4453849153241515,0.0020166172045264943
2000-02-15,0.5664162473139864,0.43992185851720705,0.5756486432083798,0.47052655953538197,0.07067063879682436
2000-02-16,0.586914737898614,0.2059942039391078,0.5156507549340159,0.4413660061894335,0.08477671351984817
2000-02-17,0.5446885757750094,-0.3662496430763495,0.5396605378334344,0.32136730912015204,0.04357554324815589
2000-02-18,0.6076865652133626,-0.22826750303982776,0.5351176833580535,0.47539763595417983,0.034900101660869064
2000-02-22,0.5921028944655372,-0.20380187107926082,0.6419510082645714,0.36522859137028074,0.05939150487003203
2000-02-23,0.5735108545774812,-0.011025017731834081,0.5252934120513327,0.6203988006530465,0.07905761773074765
2000-02-24,0.5724628179124673,0.18286722489856477,0.5861649905236218,0.4794047859003402,0.049807438208262084
2000-02-25,0.5492893452426405,0.081241550728569,0.5215309765258294,0.3009451995859713,0.005839325217721703
2000-02-28,0.6779074362252773,-0.2847654407848268,0.5993306901687965,0.37449115825958185,0.06154071699163166
2000-02-29,0.5401648336673621,-0.2813543549137839,0.5434223638709683,0.5414003911457899,0.03591588445207191
2000-03-01,0.6389483156648965,0.1946734399833554,0.6301358453781127,0.42035146436063375,0.006793738379735393
2000-03-02,0.6494820014263786,0.055208482618134214,0.6633933563414274,0.5178659391391707,0.04891336548727923
2000-03-03,0.5922892227951737,-0.38491132162461617,0.6690925942663976,0.5096518002328866,0.014866062668866442
2000-03-06,0.6276150740618488,-0.1602266493795006,0.6616604637207175,0.2949764811971083,0.08559954282096582
2000-03-07,0.6520911489885095,-0.02696866126715787,0.5939114597765699,0.5086345114733785,0.06140622218025861
2000-03-08,0.6693232697549737,0.09934282247808056,0.5761059686970104,0.3380321063092363,0.024913608034616487
2000-03-09,0.671279886746767,0.20440215575362763,0.6266942046107513,0.39485283536625315,0.03858726046217923
2000-03-10,0.5833148231529215,-0.16214653054794312,0.6111174682308902,0.4130817623933382,0.0555042208484362
