Date,Adj Close,Close,High,Low,Open,Volume,fundamental_score,sentiment_score,industry_trend_score,market_risk_factor,black_swan_risk,SMA_10,SMA_30,SMA_50,SMA_200,EMA_10,EMA_30,BB_UPPER,BB_MIDDLE,BB_LOWER,SAR,RSI,MACD,MACD_signal,MACD_hist,STOCH_k,STOCH_d,ADX,CCI,WILLR,MOM,OBV,AD,ATR,NATR,TRANGE,HT_DCPERIOD
2000-10-16,1.2156250476837158,1.2156250476837158,1.415624976158142,1.2062499523162842,1.40625,142954000,0.5959634388361356,-0.3043107569635343,0.5427899871222303,0.4439512655739657,0.0268543169817911,1.5118749976158141,1.8854166706403097,1.8781250047683715,2.583972656726837,1.4908018939584038,1.743970727351354,2.2693307144392576,1.7360937416553497,1.2028567688714418,1.4790003490447998,29.847250335244297,-0.18210933643116545,-0.12136856588353585,-0.060740770547629594,11.727278219732895,10.499954156959125,27.619751155027178,-111.95014860426515,-95.4225247115807,-0.578125,-3405850000.0,-1192437544.187999,0.17895637946745174,14.721346833749433,0.21562504768371582,29.30788654430706
2000-10-17,1.0968749523162842,1.0968749523162842,1.259374976158142,1.0437500476837158,1.243749976158142,302810000,0.6379690828964719,0.0458564330326565,0.4369595955140323,0.3387572370383324,0.0795965356114636,1.4462499976158143,1.8458333373069764,1.8662500047683717,2.5671132814884188,1.4191788136598367,1.7022226128329625,2.2713381274359827,1.6890624940395356,1.1067868606430884,1.443750023841858,27.27727192196987,-0.2034853274527737,-0.13779191819738343,-0.06569340925539027,12.536365128124467,11.808439008964081,29.51469914163867,-134.49659871972892,-94.78528519075944,-0.65625,-3708660000.0,-1346037037.9111614,0.1815755615393785,16.553898067955984,0.21562492847442627,30.297274595408965
2000-10-18,1.256250023841858,1.256250023841858,1.2687499523162842,0.96875,0.9937499761581421,375774000,0.7019500711851512,0.1330204668465652,0.46131985598916,0.3714001651199092,0.0133229850107932,1.3918750047683717,1.8112500031789145,1.8584375047683717,2.5529101556539535,1.3895553973292951,1.6734501877367622,2.2629118779964923,1.6581249952316284,1.0533381124667647,1.415624976158142,35.325978959318924,-0.20520029673600781,-0.1512735939051083,-0.05392670283089951,12.02596885440042,12.09653740075254,31.491220431460928,-109.73969943685843,-73.71428353445872,-0.5437499284744263,-3332886000.0,-1001577363.7054331,0.1900344465948718,15.127119839863512,0.2999999523162842,32.026263650719564
2000-10-19,1.3875000476837158,1.3875000476837158,1.40625,1.209375023841858,1.328125,217498000,0.5263721542710551,0.1453667795708968,0.389719719551828,0.3163799753643608,0.068128851291854,1.3628125071525574,1.7850000063578289,1.8553125047683716,2.542410156130791,1.3891816973937352,1.6550017916043076,2.2213301233300453,1.62734375,1.0333573766699549,0.96875,41.106742629686416,-0.19373538134675794,-0.15976595139343824,-0.033969429953319696,25.14495416905727,16.56909605052733,32.02810082117348,-49.09214598520677,-56.065568767610145,-0.2906249761581421,-3115388000.0,-825507453.8412908,0.1905230558493911,13.731390940666932,0.1968749761581421,33.45662245826998
2000-10-20,1.540624976158142,1.540624976158142,1.5625,1.3562500476837158,1.384374976158142,232438000,0.5987298130678838,-0.1145804104857169,0.4991090318484273,0.2742533963401945,0.0481838280694534,1.3590625047683715,1.7647916754086812,1.8556875038146972,2.533722655773163,1.4167168389872637,1.647622642220684,2.159332898369441,1.6007812440395355,1.04222958970963,0.96875,47.05280548582169,-0.1703299931566875,-0.1618787597460881,-0.008451233410599418,44.73538747671094,27.30210350005616,31.295603432723677,14.139602010362264,-36.01398526779843,-0.03750002384185791,-2882950000.0,-642374549.2815706,0.19164640559702634,12.439523476695486,0.20624995231628418,34.087682698225265
2000-10-23,1.5,1.5,1.5187499523162842,1.381250023841858,1.484375,203992000,0.6032475572670207,-0.1413566725678061,0.5394044311131244,0.4707773306587079,0.0853860291658451,1.358750009536743,1.7441666722297668,1.8520000028610228,2.5238320302963255,1.4318592318986703,1.6380986007870917,2.100563005187101,1.5748437464237213,1.0491244876603414,0.9925,45.73354459929194,-0.15329209460264726,-0.1601614267173999,0.006869332114752658,55.997039654042716,41.95912709993692,30.615427286305998,17.901383700105622,-39.92932700246338,-0.0031249523162841797,-3086942000.0,-494016618.554775,0.18934130179125905,12.622753452750604,0.15937495231628418,35.360821083387066
2000-10-24,1.478124976158142,1.478124976158142,1.693750023841858,1.4406249523162842,1.493749976158142,273532000,0.5388239168521253,-0.1715950705113313,0.5756957163854948,0.3544387509898573,0.0037864082593786,1.3543750047683716,1.7222916682561238,1.846687502861023,2.5139257806539534,1.4402711854003925,1.6277777217787723,2.040903212089168,1.5493749976158142,1.0578467831424605,1.0153,45.00187357199848,-0.13994141137415816,-0.15611742364875156,0.016176012274593393,61.03821974833508,53.9235489596962,28.777354912176232,64.39882951177923,-40.94202848473305,-0.04375004768371582,-3360474000.0,-686502071.4096041,0.19389728534371012,13.11778695788477,0.25312507152557373,36.153418041270555
2000-10-25,1.59375,1.59375,1.8250000476837158,1.587499976158142,1.7000000476837158,571458000,0.649166285754154,0.4460889202011009,0.5163650566732118,0.3761979746990717,0.0271283730881384,1.3746875047683715,1.7046875,1.8410000038146972,2.5052070301771163,1.468176424418503,1.6255823848898192,2.000609910953475,1.534375,1.068140089046525,1.0560070014305116,49.59242429030111,-0.11866305182742565,-0.14862654928448638,0.029963497457060728,64.04044705927986,60.3585688205525,27.127830108603046,135.42168983886316,-27.007303334964092,0.203125,-2789016000.0,-1227883228.8918042,0.2048242700709861,12.851718906414813,0.34687507152557373,35.86198792063601
2000-10-26,1.84375,1.84375,1.875,1.5499999523162842,1.609375,356510000,0.6657125660040273,0.0957717094402398,0.4817446617556531,0.5578060325620737,0.0481396039337375,1.4334375023841859,1.6913541634877522,1.8392500042915345,2.4985351556539537,1.5364625290696843,1.6396577148969276,1.9657801016131342,1.5265625,1.0873448983868659,1.117526445130768,57.79505390491896,-0.08069666697653921,-0.13504057282289694,0.05434390584635773,76.20079743941132,67.0931547490087,25.863520551522956,161.33659176952062,-3.4482758620689657,0.5874999761581421,-2432506000.0,-939932834.2174143,0.2134082541861811,11.574684972809822,0.3250000476837158,34.89854268283388
2000-10-27,1.78125,1.78125,1.875,1.693750023841858,1.696874976158142,247414000,0.5387495960964125,-0.0316014298127591,0.4797679308446211,0.3802763673522971,0.0159735025354156,1.4693750023841858,1.6780208269755046,1.8366250038146972,2.4909570306539535,1.5809693419661053,1.6487927010326098,1.9371831357380451,1.51953125,1.1018793642619549,1.1932738006176913,55.369277116158656,-0.05501705870901796,-0.11903587000012114,0.06401881129110318,86.39986440558671,75.54703630142592,24.689518819948585,141.20293629055163,-10.344827586206897,0.359375,-2679920000.0,-948464385.1262002,0.21111123432703544,11.851858769237076,0.1812499761581421,35.34013545110722
2000-10-30,1.6437499523162842,1.6437499523162842,1.71875,1.513280987739563,1.6531250476837158,250204000,0.6114332490540995,-0.0569276337934754,0.6039972392418747,0.3426736566606567,0.0320751873865384,1.5121874928474426,1.6614583253860473,1.8305000019073487,2.483113279938698,1.5923839983934105,1.64846736240575,1.914840089194679,1.5120312452316285,1.1092224012685779,1.2614464205559222,50.36127614584761,-0.045239397246737756,-0.10427657544944446,0.05903717820270671,86.89654997025417,83.16573727175069,23.366213266912833,69.67897242030166,-25.517246640961748,0.42812490463256836,-2930124000.0,-880918701.5721949,0.21517250417942127,13.090342839323691,0.267969012260437,36.54438023512866
2000-10-31,1.8312499523162842,1.8312499523162842,1.84375,1.603124976158142,1.634374976158142,198390000,0.6632159927787793,0.1895846240611003,0.4585155439604721,0.687223571371459,0.0242969126579443,1.5856249928474426,1.6545833269755046,1.8296250009536743,2.476238279938698,1.635814171833933,1.6602597875612684,1.9293970592641903,1.5159374952316285,1.1024779311990667,1.3228017785003299,56.18145830541004,-0.02210602262817929,-0.08784246488519143,0.06573644225701214,86.43677810142783,86.57773082575619,21.985442317108852,102.73940385240155,-4.827591468547953,0.734375,-2731734000.0,-703140726.2101827,0.21699054129816675,11.849313143937723,0.2406250238418579,37.142232196737154
2000-11-01,1.868749976158142,1.868749976158142,2.0,1.7843749523162842,1.790624976158142,221984000,0.5261826808838419,-0.1595752886316858,0.4593655475024689,0.2314587333292242,0.0031869765849052,1.646874988079071,1.6543749928474427,1.8304999995231628,2.4688789045810697,1.6781661362565163,1.673710767470744,1.9432365054885612,1.5193749964237213,1.0955134873588814,1.378021600650297,57.26079602301569,-0.0007382084453066984,-0.07042161359721448,0.06968340515190778,85.64262895042664,86.3253190073695,21.488225875331267,122.58863918241805,-12.727275039210463,0.6124999523162842,-2509750000.0,-751398106.8428031,0.21689300603999168,11.60631485255667,0.21562504768371582,36.70739818002758
2000-11-02,1.9874999523162842,1.9874999523162842,1.993749976158142,1.875,1.9031250476837158,139794000,0.594653531813975,0.2717013459496774,0.5300607736467218,0.4939765939466463,0.0667731252457431,1.7068749785423278,1.6538541595141092,1.8314374995231628,2.46262890458107,1.7344086482673833,1.6939552310091661,2.0012012570228537,1.5348437428474426,1.0684862286720316,1.4526590085722613,60.57273802624669,0.02548430171565963,-0.051240430534639655,0.07672473225029929,93.744335885415,88.60791431242312,21.026524893680655,121.06666987287208,-1.2121258359966856,0.5999999046325684,-2369956000.0,-626319323.8258388,0.21032921989427797,10.58260251272735,0.125,35.63580061669006
2000-11-03,1.8781249523162842,1.8781249523162842,2.043750047683716,1.84375,1.9500000476837158,119248000,0.6122154034958974,-0.1362025343700255,0.5041511696980195,0.3572273596740948,0.0097535590413104,1.740624976158142,1.6473958214124045,1.8296249985694886,2.4565039038658143,1.7605388853671835,1.7058371485128512,2.039520241456216,1.5498437404632568,1.0601672394702977,1.5183399275435898,56.24917615462643,0.037013512790882164,-0.033589641869535294,0.07060315466041746,90.21787139754156,89.86827874446102,20.84523567902186,97.90922727460553,-15.406984932168255,0.3374999761581421,-2489204000.0,-704575890.4608356,0.20959142187923782,11.159610100528697,0.20000004768371582,34.1890685560732
2000-11-06,1.828125,1.828125,1.931249976158142,1.7374999523162842,1.928125023841858,128892000,0.7123310000833645,0.493456578184355,0.4533858207913859,0.2973646503570056,0.0648520502663144,1.7734374761581422,1.6410416563351948,1.8262499976158142,2.4481132793426514,1.7728272698458774,1.7137266873184738,2.069857961667567,1.5660937428474426,1.062329524027318,1.5918973443632074,54.33968437916376,0.04163596387255386,-0.018544520721117463,0.06018048459367133,87.77424871699162,90.57881866664935,19.95471211476993,62.76420957105112,-20.05814308086027,0.328125,-2618096000.0,-712891454.758473,0.2084598934479964,11.402934342454504,0.1937500238418579,32.58691461326782
2000-11-07,1.8468749523162842,1.8468749523162842,1.9718749523162842,1.7781250476837158,1.8250000476837158,109906000,0.6211383819992349,0.1977159165361904,0.4892497795003082,0.3935017990640408,0.0472124498883949,1.8103124737739562,1.6363541563351949,1.8240624976158142,2.4400351536273956,1.7862904848404968,1.7223168979634937,2.1001262197824553,1.582343739271164,1.0645612587598725,1.6551567228280786,54.95719203103195,0.04627878112846662,-0.005579860351200646,0.05185864147966726,80.3131185378066,86.10174621744655,19.349935503837457,67.23388565827359,-23.59551637355172,0.3687499761581421,-2508190000.0,-744799718.1105353,0.2074091799611801,11.23027737752656,0.19374990463256836,31.12270628380434
